	Bd21.10	Bd21.14	Bd21.18	Bd21.22	Bd21.2	Bd21.6	col.10	col.14	col.18	col.22	col.2	col.6	sta.10	sta.14	sta.18	sta.22	sta.2	sta.6	Bh.10	Bh.14	Bh.18	Bh.22	Bh.2	Bh.6
Bradi1g12080.v3.1	-0.822785654	-0.970022171	-1.003516733	-0.918231472	-0.316583408	-0.843522193	-0.818635747	-0.760298251	-0.886503837	-0.910861795	0.858585373	-0.832058234	0.836972058	1.618323278	1.874765412	0.731112109	2.351276666	1.201566126	0.154514505	0.329364866	0.223221352	-0.689460488	0.211952055	-0.619173818
Bradi1g12090.v3.1	-0.685825584	-1.193411802	-0.668900263	-0.923646718	-0.740864558	-0.937132803	-0.424851767	0.037133598	0.493925195	-0.338133864	1.167095132	-0.908425031	2.076749554	2.547946772	0.793767539	-0.30372675	-0.376881193	0.459055636	0.725730838	-0.251526772	-0.577106856	-0.209768648	-1.254411693	1.493210041
Bradi1g12100.v3.1	-0.690009569	-0.51459498	-1.110259364	-0.308287732	-0.634644289	-1.169908375	-0.557491392	-1.545969281	-1.253447704	-0.689728504	-0.803102531	-0.743713788	1.06016092	1.686694134	2.147672998	1.108041061	1.53802404	0.61134798	0.843837655	0.496752232	0.528247171	0.356085775	0.166978032	-0.522684491
Bradi1g12110.v3.1	-0.560635551	-0.670231703	-0.479338314	-0.679888989	-0.517202553	-0.500121846	-1.095348395	-1.132334802	-0.990519102	-0.717195482	-0.844807681	-0.637467634	1.425506521	1.7898936	1.466847703	1.454863385	1.953484413	1.827464011	-0.368796575	-0.112017243	-0.03507938	-0.260598369	-0.187792571	-0.128683444
Bradi1g12117.v3.1	1.058694783	0.09507549	0.689864292	1.612233946	0.529454465	0.735728921	-0.432649329	-0.60271235	-0.120068555	0.886732803	-0.670585347	3.498294133	-0.745749555	-0.754306379	-0.695876859	-0.912402377	-0.660543701	-0.698308272	-0.54499742	-0.649949738	-0.593469558	-0.354881935	-0.063842764	-0.605734694
Bradi1g12130.v3.1	0.817302429	0.224830251	-0.739223934	-0.815817387	-0.802563392	-0.482952062	1.910886713	1.709510908	-0.525252241	-0.787448773	-0.824202645	-0.723920577	0.632821459	-0.005964003	-0.587719774	-0.664049204	-0.777510439	-0.488702645	2.542834881	1.658346809	-0.331584541	-0.68409076	-0.703060327	0.447529254
Bradi1g12140.v3.1	0.470761542	0.112803847	-0.097911092	0.430039602	-0.239733734	2.519371756	-0.892658971	-0.171235175	-0.913583277	-0.13092205	-1.044811602	-0.606384919	-0.524608876	-0.805927107	-0.748044338	-1.526518548	-0.57295431	-0.605033005	2.151169076	1.03203607	0.216818019	0.199827676	-0.178346435	1.925845849
Bradi1g12150.v3.1	-0.42815772	-0.306961763	0.031945719	-0.492508433	0.658965762	-0.142533479	0.148113969	0.09349397	-0.293849647	-0.056793976	4.539899846	-0.579783438	-0.602490959	-0.467905023	-0.340704392	-0.339529152	0.299378641	-0.161749519	-0.340314153	-0.301174223	-0.515729947	-0.312274434	0.43185179	-0.521189438
Bradi1g12157.v3.1	-1.126858219	0.238514031	-0.717321265	-0.053541027	0.363967484	-1.278113003	1.84153523	-0.582149938	1.322184076	1.631920631	2.527929696	0.742704337	-1.510357316	-0.743577456	0.350363494	-0.070767238	-1.034816591	-0.458142406	-0.555161948	-0.406676857	-0.545123198	0.462068689	-0.203491227	-0.195089979
Bradi1g12170.v3.1	-0.671712889	-0.695182419	-1.045152247	-0.694279405	-0.427916056	-1.116891835	-1.585149701	-1.523681279	-0.876519059	-0.652823565	-0.666015962	-0.354192286	1.993259616	0.876573055	1.606081155	0.707669372	1.336085158	0.976030149	0.448185779	0.272231039	0.814652429	0.242194359	1.345551067	-0.308996476
Bradi1g12200.v3.1	0.09969141	-0.653982951	-0.248341285	0.429905353	-1.432152807	1.204415455	-0.382509903	-0.421638051	-0.640456549	-0.431565856	-1.410114556	0.282056611	1.324910863	0.036819086	0.18345164	0.254307753	-1.760064977	1.791259525	0.089384826	-0.171976944	0.43873372	0.166175228	-1.326479023	2.578171433
Bradi1g12210.v3.1	0.007284889	0.093979879	-1.144265562	-0.464155997	-0.113919847	-1.636233471	1.355716856	0.662168167	0.62209958	-0.112675963	1.268069804	-1.005400974	1.488617901	1.691359577	-0.241822411	1.197571324	1.189475677	0.012126315	-1.859396303	-0.352563194	0.057145582	-1.189649276	-0.354737185	-1.170795367
Bradi1g12216.v3.1	-0.836250138	-0.34272879	-0.363352405	-0.044629726	0.480322944	-1.463648652	-1.735093399	-1.234195534	-0.928624443	-0.907969204	-0.967983337	-0.689112202	-0.298995317	0.753888807	1.887921292	0.852595424	1.896227533	0.368256999	0.102373102	0.256306113	0.890036932	1.00583526	1.557722425	-0.238903683
Bradi1g12230.v3.1	-1.449297649	-0.946446649	-0.982716402	-0.62598012	0.170807892	-0.897315143	-0.676348593	-1.362799447	-0.724116145	-0.551302644	2.59240764	-1.003228923	0.124415015	0.510778613	1.14290501	0.833379603	1.730436281	0.530835042	0.085850117	-0.403619705	-0.384358745	0.494599027	1.228603367	0.562512557
Bradi1g12240.v3.1	-0.719119002	-1.081909395	-1.147958612	-1.114537392	-1.230418055	-1.452358661	0.149419034	-0.107276207	-0.072116711	0.3565532	0.298918384	-1.587495251	0.275334062	0.680592534	-0.408647341	0.168899473	-0.294809526	-0.405083036	2.097974235	0.591921212	0.330629661	1.234468475	1.913727663	1.523291257
Bradi1g12250.v3.1	-1.027487173	-0.565692299	-0.756441257	-1.073958449	-0.847562754	-1.185602801	-0.815812336	-0.460870471	-1.532036105	-0.058190971	-0.013372882	-1.577095174	0.155816679	1.360054881	0.967292619	2.314521575	0.421377039	1.067790354	0.631141156	-0.126174436	0.970102405	1.208045056	0.868248057	0.075907288
Bradi1g12260.v3.1	-1.275272966	-0.557320189	0.287002357	-0.163291323	-0.557952819	-0.745707708	-1.019261853	-0.527304371	0.282050959	-0.574003996	-1.005695642	-1.275191535	0.126150528	-0.313619735	-0.770893692	0.581436297	-0.908631405	0.669306071	-0.064662269	0.611906826	2.118175319	2.048694167	0.909727075	2.124359905
Bradi1g12280.v3.1	-1.430812452	-1.241692558	-0.600749784	-0.440191286	-1.068766966	-0.819509042	-1.335950219	-0.689988591	0.260544843	-0.238742106	-1.134099749	-0.997520971	1.741063144	0.314310687	0.617613739	1.596944237	0.163273223	0.820362459	-0.252256564	-0.274998382	0.957663958	1.166876061	1.321280143	1.565346177
Bradi1g12290.v3.1	-0.346261886	-0.13456671	-0.462209931	0.086825862	-1.014983908	-0.686142488	-1.036577784	-1.13791106	-1.221405938	-0.648089487	-1.216982075	-0.219139984	1.487484126	1.998098216	1.35758855	0.512606741	1.206578809	2.384303188	-0.535990549	-0.231422126	0.039778277	-0.361985314	0.530824965	-0.350419493
Bradi1g12300.v3.1	-0.302680118	-0.99951273	-1.064023406	-0.797016316	-0.362531341	1.09895955	-1.026405873	-1.559189956	-1.280948998	-0.771861714	-1.409442519	0.327021673	1.44279437	0.315832521	-0.289256824	-0.060593941	-0.351692968	1.787804402	1.201002278	0.566380188	0.479397499	0.798369443	0.347539633	1.910055144
Bradi1g12340.v3.1	-0.126572302	-0.414347557	-0.053544388	-0.549342828	0.169461662	-0.314147019	-1.602906008	-1.65051345	-1.75168182	-0.949786628	-0.587796253	-0.942336083	0.76608144	0.871091051	1.475158513	0.447467528	2.543221508	0.10571777	0.142040593	0.039403595	0.665564049	0.560516135	1.363835106	-0.206584616
Bradi1g12390.v3.1	0.538809528	1.134161201	0.30842509	1.234962137	0.487563921	0.335298475	1.63557904	0.267533367	1.405556035	1.526873555	1.229630567	1.125363348	-0.919284371	-0.758767656	-0.806451173	-0.886399672	-0.84158783	-0.88905253	-1.017179096	-1.050703549	-0.985035804	-1.050703549	-1.050703549	-0.973887485
Bradi1g12440.v3.1	0.356047355	-0.259958439	0.673069469	0.084192423	0.342785766	-0.0693109	1.488542651	0.64244714	2.028345377	0.486697109	1.458727009	2.34186177	-0.999616849	-0.950695593	-1.029609223	-1.037977541	-1.003906782	-0.961321213	-0.846217499	-0.497413853	-0.099025562	-0.514564259	-0.607540377	-1.02555798
Bradi1g12490.v3.1	-0.175573259	0.729191283	0.301802156	0.713970782	1.746092768	-0.439773492	-1.552965512	-1.746621472	-1.545047331	-0.541519545	-1.117846557	-0.114940407	-0.843723821	-0.418207663	0.381106701	-0.19844105	1.460975727	-0.310505357	-0.00272655	0.223732178	1.649703913	1.200115054	1.41727943	-0.816077974
Bradi1g12497.v3.1	-0.570045255	-0.667158766	-0.68301116	-0.564580248	-0.806088178	-1.126608824	-0.951959081	-1.012807626	-0.771228288	-0.99383935	-0.717917333	-1.034211055	1.206086225	0.716968653	0.88421954	1.045827243	2.221724432	2.033946292	-0.203976605	-0.185544336	-0.135934143	0.548388988	1.408831768	0.358917107
Bradi1g12503.v3.1	-0.556919737	-0.560894467	-0.570020867	-0.567478701	-0.56865697	-0.57242596	-0.575477029	-0.576235799	-0.576235799	-0.576235799	-0.576235799	-0.576235799	-0.573936433	-0.576235799	-0.575064422	-0.566604832	-0.573889479	-0.568766252	1.677245359	1.482796364	1.662303663	2.047655404	2.103735402	1.313813752
Bradi1g12510.v3.1	-0.960870337	-0.850580121	-0.481688047	-0.720532119	-0.864000589	-0.557371995	-1.354337594	-1.276078799	-1.051123877	-0.832360059	-1.279108621	-1.094090241	1.370605372	1.29495348	0.871027264	1.740896651	0.956800718	1.236569699	0.330320352	0.578753627	0.799070264	0.882445128	0.685255559	0.575444283
Bradi1g12530.v3.1	-0.952692699	-0.897535578	-0.942141637	-0.952692699	-0.952692699	-0.952692699	-0.952692699	-0.952692699	-0.797259193	-0.952692699	-0.929561085	-0.952692699	0.997942873	1.186558721	2.026846298	1.10269192	1.627664874	0.881528035	0.141223072	0.421118031	0.800535467	0.288567451	0.893126718	0.820235626
Bradi1g12550.v3.1	-0.871272119	0.221139365	0.744152913	-0.349050541	-0.798086637	-1.190365087	-0.815360813	0.881633726	1.023211446	-0.437537098	-0.579049148	-1.143782578	-0.734814466	-0.139866828	0.896906377	0.701649494	-0.067290815	-0.971988263	-0.604480261	0.848923129	2.997349557	1.474419438	-0.043908403	-1.042532386
Bradi1g12570.v3.1	0.008303712	-1.071643225	-0.883373225	-1.019567862	-1.395975352	-1.008734663	-1.03969075	-0.871378384	-0.97859101	-0.792315991	-0.972853646	-0.33838694	0.685278895	1.473307019	2.249485897	1.19390275	1.0814559	0.931183529	0.445839092	0.207762003	0.516899994	-0.285566502	1.141029666	0.723629093
Bradi1g12600.v3.1	-0.311306881	0.817473131	-0.124006853	0.66021727	-0.784082182	-0.682051572	0.387265108	2.493819432	1.381387521	1.391236809	1.187095582	-0.664007603	0.525892718	0.203239172	0.312970148	-0.858891929	-0.218101792	0.951552504	-1.069287496	-1.353704383	-1.210032513	-0.988803553	-0.925524408	-1.122348229
Bradi1g12610.v3.1	0.615366255	1.376740088	0.872904188	1.6463106	0.921361257	0.451250006	1.522614152	0.467888717	0.792800393	1.111544123	1.11446448	0.658868664	-0.967319571	-0.970717241	-0.951432725	-0.938003651	-0.94221488	-0.948036284	-0.975351376	-0.981760481	-0.963178454	-0.954099993	-0.981760481	-0.978237783
Bradi1g12615.v3.1	0.780699051	0.959383586	0.608020162	1.213460742	1.199813276	0.973601813	1.31239939	-0.222441951	1.031686456	1.167031283	1.624069695	0.412906354	-0.975852525	-1.415667952	-1.525397064	-0.886366982	-0.74480149	-1.077656247	-0.51025035	-0.678233676	-0.674403021	-0.739620463	-1.071395251	-0.760984836
Bradi1g12660.v3.1	-0.0970484	-0.785203355	-0.42094386	-0.654250525	-0.589134587	0.293106145	-0.725111634	-2.043407226	-1.316525929	-0.824551861	-1.558012033	-0.172668763	1.904754215	1.745622221	0.8299553	0.043350177	1.501102899	0.454344992	1.311714939	-0.38776982	0.458534971	0.824816028	0.382416996	-0.175090889
Bradi1g12670.v3.1	-0.675021441	-0.026848746	0.104948619	-0.582863226	-0.659158121	-0.450131842	-1.602340346	-1.341398948	-1.42982451	-1.320370775	-1.406536675	-1.221994092	0.83115936	0.719639688	0.295825957	1.432448994	1.642329933	0.863575986	0.734785978	0.893044751	1.065691705	0.645439941	1.010435033	0.477162777
Bradi1g12675.v3.1	0.717075665	0.725540864	-0.138173143	0.861238943	1.148525639	0.396092814	1.165697216	0.250259779	0.913786654	1.028711397	2.193903525	1.631065457	-0.9709958	-0.9709958	-0.9709958	-0.800127441	-0.771950788	-0.921184163	-0.939479675	-0.910026469	-0.885399042	-0.919868938	-0.896350116	-0.93635078
Bradi1g12677.v3.1	-0.854856678	-0.910602762	-0.70114843	-0.79842665	-0.864301495	-0.572841789	-0.929120234	-0.948325245	-0.965844476	-0.920847982	-0.944179487	-0.856990298	0.098411597	0.018323633	-0.074336832	0.576582717	0.386184167	0.482444327	1.222799057	1.361688176	0.750510379	2.374909876	1.346143485	1.723824947
Bradi1g12697.v3.1	0.79352688	0.258573485	1.679151483	1.198197659	0.980783544	0.52271967	0.435079168	0.729759499	1.203732243	1.214531222	1.025276262	1.210625639	-1.135129766	-1.259562328	-1.238867261	-1.179736671	-1.234184531	-1.253475046	-0.716777738	-0.797337206	-0.678784456	-0.636946979	-0.326174115	-0.794980657
Bradi1g12701.v3.1	-0.399264759	-1.261864665	-0.746369176	-0.81833056	-1.150300888	-0.256929455	-1.255131611	-0.624370019	-0.279284333	-0.806265974	-0.70558721	-0.163683255	0.578813765	2.000939763	-0.217284745	0.398632161	3.182894435	0.840330729	0.774973208	0.466093852	0.282333757	-0.12756157	0.340469796	-0.053253247
Bradi1g12705.v3.1	1.055318726	0.300040082	0.998269982	2.04734713	1.292943951	1.6281753	-0.122271554	0.444525313	1.17911866	0.64824994	0.62888195	0.701592944	-1.081766237	-1.087666475	-1.088439061	-1.06359297	-1.083267646	-1.123540434	-0.969502711	-0.758575186	-0.470054856	-0.77258179	-0.442720476	-0.860484581
Bradi1g12715.v3.1	0.623506326	0.620648611	1.09771721	1.161150399	2.404459364	0.814702578	0.380630111	0.615033487	0.825413947	0.836461047	1.203499644	0.617992986	-0.968799669	-0.976572754	-0.989465927	-0.981124814	-0.981997828	-0.988306043	-0.902632871	-0.897008361	-0.899337065	-0.820080781	-0.848622643	-0.947266956
Bradi1g12760.v3.1	0.214474256	2.015678534	0.9769306	-0.109401269	0.401956412	-0.213319107	0.571633853	2.338361782	1.31501933	0.457398896	1.826934055	-0.259977002	-0.784660957	-0.788700159	-0.784255027	-0.776309216	-0.780083177	-0.784638053	-0.806173959	-0.806173959	-0.806173959	-0.806173959	-0.806173959	-0.806173959
Bradi1g12787.v3.1	-0.764329263	1.586604371	-0.013654175	0.78283358	0.142206752	-1.782745683	1.333808022	0.737413312	1.829901295	1.539959392	1.015839678	0.154925074	-0.909908448	0.133891968	0.650389306	-0.370079135	-0.022420254	-1.272426617	-1.172380049	-0.543849931	-0.366024157	-0.449819306	-0.647183455	-1.592952279
Bradi1g12800.v3.1	-0.774514648	-0.067770082	0.33703934	-1.029189898	-0.95000516	-0.70802228	-1.168156502	-1.301840795	-0.889737742	-0.361833809	-0.862466401	-1.475802725	0.555097775	1.581693407	1.613836125	1.367561762	1.485572756	-0.553223547	-0.126485781	1.316913399	0.543608657	0.92058502	1.006589204	-0.459448077
Bradi1g12810.v3.1	0.374032571	0.843616001	-0.364664912	-0.059079784	-0.552810379	-0.697768926	2.531320765	1.160268602	1.200682871	1.334633927	-0.461230246	2.273885902	-0.606502685	-0.56094736	-0.478669683	-1.049534813	-1.072550691	-0.220497221	-0.712395797	-0.417789936	-0.502104727	-0.142902109	-0.770960861	-1.048030508
Bradi1g12820.v3.1	-0.903176941	-0.479254962	-0.885608198	-0.091602053	-0.204141788	-1.652425877	-1.337814167	-1.580326107	-1.187629317	-0.482137223	0.306663937	-1.245825559	0.572550653	0.322220307	1.101750525	0.88470627	1.695322031	-0.226572002	0.562090029	0.493273152	1.082513901	1.14564578	1.82646212	0.28331549
Bradi1g12850.v3.1	-0.10969625	-1.038099962	0.687406086	0.154381037	1.678261847	0.437193461	0.328782411	0.674373045	1.55723851	1.26632959	2.21799241	0.835252867	-0.649714044	-0.787883515	-0.806683814	-0.209727318	-0.171439587	-0.318705472	-1.584414511	-1.5603241	-0.522645439	-1.355265861	-0.280340317	-0.442271074
Bradi1g12870.v3.1	-1.01540727	-0.842406897	-0.023275429	-0.596696569	0.601286989	0.115817	-1.031700593	-0.801134981	-0.570828781	-0.167222131	-0.74202552	0.331106354	0.169610379	0.424560555	0.624972786	0.680134517	3.409625173	0.104986989	-1.224608707	-1.086891942	0.200455557	0.87155545	1.39457773	-0.826490657
Bradi1g12890.v3.1	0.549081828	-0.68742044	0.190430305	-0.921578599	0.619468143	-0.66713392	-1.57720694	-1.227084864	-1.461396413	-0.580420226	-0.015161807	-0.353136626	-0.623953234	0.590651227	0.145440722	-0.131011772	2.404415492	-0.763509198	0.028778822	0.580378443	1.900412138	0.595759007	1.81790572	-0.413707808
Bradi1g12910.v3.1	0.582009935	1.0708277	1.091203285	1.286091938	2.118509107	0.136002524	0.319458105	0.005317051	0.505507523	1.277989971	1.007559816	0.158243017	-1.357700722	-1.212667611	-0.534332443	-1.511942402	-0.220097441	-1.86705296	-0.398112531	-1.18053328	-0.829434457	-0.128893629	0.291114439	-0.609066935
Bradi1g12940.v3.1	1.154706006	0.998954697	1.397478078	1.148741863	0.975865577	1.054539257	0.271284752	0.831967486	0.820802017	0.260323274	1.050552233	0.8433393	-1.659863125	-1.044769389	-1.34957663	-1.045217827	-1.202846605	-1.377911738	-1.124077566	-0.626863057	-0.033775673	-0.294824592	0.027444593	-1.07627293
Bradi1g13040.v3.1	-0.106312033	-0.459617293	-0.491535632	-0.046177363	-0.464956237	-0.443343385	-0.478829268	-0.473708524	-0.467063726	-0.342157616	-0.471930493	4.591403768	0.223546071	0.155812525	-0.09737289	0.458392451	0.027383476	0.404091622	-0.393347262	-0.398002935	-0.356709685	-0.182225022	0.10551314	-0.292853689
Bradi1g13060.v3.1	-0.356386152	-0.49998031	-0.229940096	-0.263239292	-0.389639054	-0.042894684	1.873538782	0.902388091	0.02176331	3.14265237	-0.256316461	2.395122279	-0.568376297	-0.575133775	-0.534582717	-0.561563544	-0.568322012	-0.568954132	-0.513516993	-0.553264658	-0.440575606	-0.56141362	-0.441772973	-0.409592456
Bradi1g13070.v3.1	-0.221787075	-0.365960881	-0.121002203	-0.028398816	-0.401833721	-0.23790398	1.329949528	2.108047251	0.145827256	2.225959269	0.229335579	2.779539767	-0.63369043	-0.626668731	-0.614387601	-0.631666018	-0.62185206	-0.621195389	-0.604415262	-0.628692614	-0.624831685	-0.605245922	-0.622338996	-0.606787267
Bradi1g13090.v3.1	0.637563588	0.832514213	0.446744721	0.442787248	1.921890166	-0.393505534	1.712607354	0.252725727	1.324029554	0.837792658	1.756785984	-0.177207087	-0.601786295	-0.836429893	-1.044426916	-1.366364409	-0.981112905	-1.679071017	-0.729999285	-0.264084429	-0.553481835	-0.585268856	0.062161844	-1.014864596
Bradi1g13097.v3.1	-0.537392221	0.83248051	-0.031184034	0.426396022	1.752083431	-0.428827631	0.403966509	-0.382695845	1.211883652	0.503285355	2.814235427	0.623537609	-0.244416173	-0.186895757	-0.299193742	-0.164277761	0.683002498	-0.542831899	-0.868024272	-0.898825506	-0.796102457	-1.280469441	-0.559694256	-2.030040019
Bradi1g13121.v3.1	0.660043756	0.286492725	1.101850387	0.855029713	0.727587705	0.411048549	0.992440516	1.162258372	1.505342957	1.291235283	1.502637755	0.939456565	-1.171338265	-0.511430701	-0.859669723	-1.024608088	-1.09924159	-1.059689706	-1.052895187	-1.007473387	-0.780461996	-1.161772942	-1.114510185	-0.592332514
Bradi1g13150.v3.1	-0.575965482	-0.802891718	-0.660898538	-0.81802408	-0.48337152	-0.534051152	-1.467656659	-1.39027946	-1.494459258	-1.127643102	-0.191954622	-0.965807218	1.030689862	1.384926215	1.013067189	1.435056695	2.023479251	1.146446101	0.283601908	0.273100579	0.503169917	0.22788519	0.905959382	0.285620521
Bradi1g13170.v3.1	0.312566744	1.002738301	0.884591052	1.46693118	0.558956153	0.717295935	1.039532893	0.329214548	0.469901459	1.263901633	0.947204933	1.099288035	-1.824387737	-1.374499578	-1.350525011	-1.317129213	-1.524735167	-1.49523324	-0.479801654	-0.382985208	0.220994432	0.083971176	-0.177153757	-0.470637909
Bradi1g13180.v3.1	-0.652668121	-1.045511938	-0.01099626	-0.648151668	-0.714416205	0.199360017	-1.165762302	-1.271616927	-1.052160268	-0.553516651	-1.414907372	-0.50663006	1.401911077	1.105646299	1.523252	0.710297286	0.948759241	2.765060115	-0.043293568	0.296177249	0.227209411	-0.237716748	-0.150037745	0.28971314
Bradi1g13200.v3.1	-0.046885841	0.294704905	0.245741289	0.654166415	0.464922796	0.032263746	1.622760298	1.65188565	1.895978597	1.096837569	1.945216565	0.343888458	-0.449558946	-0.721280597	-1.059157852	-0.769102602	-1.131738768	-0.694845371	-0.993476858	-0.99784067	-0.909621658	-0.915540744	-0.979751107	-0.579565275
Bradi1g13223.v3.1	0.975893463	0.914353155	1.18897001	1.212265075	1.532117306	1.293656475	0.457657871	0.419515805	0.970843912	0.78128676	1.288972666	0.612005182	-1.007922885	-1.01210214	-1.022218585	-1.01216849	-1.011974751	-1.019564394	-0.896336953	-0.95808214	-0.927635083	-0.923184513	-0.89197638	-0.964371367
Bradi1g13226.v3.1	-1.045116091	0.457064628	1.079243519	0.580020227	-0.152248833	-0.818495688	-1.314456717	-0.715556554	0.82089819	-0.034359011	-0.058524319	-1.304052638	-0.804120859	-1.281929221	-0.682340591	-0.522130441	-0.547474934	0.832313087	-0.253018019	-0.447480662	2.415584589	1.742681193	0.469811412	1.583687732
Bradi1g13232.v3.1	-0.115560676	-0.89062791	0.103687879	0.160025249	1.27249977	0.653976316	-0.288008548	0.46842847	0.4458986	0.898025109	1.98074945	2.5882105	-0.41946755	-0.508188339	-0.877272961	-0.827762538	0.599756965	0.105923186	-0.774082643	-0.889488124	-1.333767677	-1.288121956	0.340744651	-1.405577226
Bradi1g13240.v3.1	-0.100753751	-0.543891287	-0.393111551	-0.303402376	-0.595340605	1.502217772	0.670991898	0.11204332	1.363761498	0.954780483	0.219461381	3.143972829	0.063061366	-0.122509197	-0.408875873	-0.880721903	-0.842163302	1.030622325	-0.450919705	-1.011969066	-1.296871324	-0.961503563	-1.044756446	-0.104122924
Bradi1g13290.v3.1	-0.201412291	0.218231534	0.541930047	0.645692108	-0.039628693	0.09929941	-1.599736492	-2.297908641	-0.884978535	-0.032304249	-1.109628697	-1.040163746	-0.771261546	-0.107643683	1.054541982	0.611110303	-0.940495776	-0.657346079	0.997109468	0.792472222	1.286833186	2.187800983	0.650539684	0.5969475
Bradi1g13330.v3.1	0.178416184	-0.112505652	0.727076576	-0.154071162	-0.38636314	-0.106206617	-0.540362781	-0.011212331	-0.059153935	-0.111236568	-0.489450524	-0.038000046	0.624632822	0.556032403	0.115895558	0.915291066	3.391491961	1.714101722	-1.305222842	-1.082829903	-0.936835786	-1.043587741	-0.643527733	-1.202371529
Bradi1g13340.v3.1	1.34356468	1.096487109	0.718186844	1.043325185	1.180782396	0.877006055	0.674724574	-0.108597495	0.601396994	1.084607013	0.797156488	1.117584716	-1.815340357	-1.311124805	-1.408760687	-1.224778417	-1.374427168	-1.441780051	-0.224186498	-0.626500689	-0.337467887	0.085252494	-0.26105573	-0.486054763
Bradi1g13350.v3.1	0.629634026	1.35805674	-0.12206878	1.438047001	0.400593418	0.419121136	1.531539268	0.118761498	0.946661916	0.707778939	1.816735129	0.584018115	-0.638920713	-1.042618852	-1.346550565	-1.053139213	-0.65747616	-1.601047085	-0.755860549	-0.554891209	-1.159026565	0.136570231	0.321843231	-1.477760957
Bradi1g13367.v3.1	0.649930363	1.067038321	1.271616227	0.766725622	0.89869993	1.728467867	0.170079808	0.363612712	0.464465214	1.000593057	0.423275399	1.697287914	-1.496832315	-1.388175186	-1.121321883	-1.164137715	-1.316543436	-1.444523396	-0.721580199	-0.557877506	-0.204588157	-0.120998081	-0.635257272	-0.329957287
Bradi1g13380.v3.1	-0.123376927	0.09564866	4.86683E-05	0.043937574	0.369902398	0.277348646	-0.715362764	-0.329047753	-0.666285264	-0.071852823	-0.393550404	-0.440389541	-1.275100865	-1.161472888	-1.040480126	-1.068658513	-1.195784291	-1.153945755	1.057639252	1.393800302	1.414758644	1.564796494	0.991018781	2.426408496
Bradi1g13387.v3.1	1.111149923	0.424158282	0.450287546	1.289058759	1.164691511	1.541637486	0.199930728	1.250981172	0.618442533	0.794373174	1.390753399	-0.005689162	-1.013373506	-1.195112605	-1.097974801	-1.176168608	-1.23398835	-1.128667996	-0.811857925	-1.192048068	0.883610773	-0.76415713	-0.639143304	-0.860893831
Bradi1g13420.v3.1	0.265920681	0.286540536	0.621247931	0.460596148	0.379903226	0.387381106	-0.156489326	-0.097392242	0.016816184	0.216967955	-0.01295967	-0.225954414	1.641123857	1.116708647	0.794087692	1.23698919	0.908118737	1.349838905	-1.535081516	-1.532364142	-1.53065931	-1.529107137	-1.528695636	-1.533537404
Bradi1g13425.v3.1	0.352971533	0.226921785	0.476751019	0.062983543	0.011128873	0.109582071	-0.682768065	0.083902036	-0.124260664	0.251398752	-0.458227701	0.15803878	1.698069582	0.868942278	1.091430848	1.243743306	0.702923939	2.15415186	-1.375033001	-1.375033001	-1.375033001	-1.375033001	-1.363740551	-1.363811221
Bradi1g13430.v3.1	-0.062080556	0.290461292	0.368765962	-0.070210875	0.306883827	-0.153024093	0.544391318	-0.130501413	0.03191373	0.258659788	0.380529619	0.227701778	0.822555651	0.985554806	1.346170883	1.480679022	1.556544745	0.982980583	-1.467518878	-1.568386018	-1.442609429	-1.611309832	-1.487513579	-1.590638329
Bradi1g13570.v3.1	-0.944693397	-0.794285815	-0.954317384	-0.875550988	-0.622006419	-1.158972078	-1.022166604	-1.144598796	-1.060232613	-0.826848182	-0.971216732	-0.956730408	1.021427299	1.26778886	1.379334134	1.724747407	1.3400404	0.958259382	0.274939502	0.559305905	0.924123568	1.112243702	0.508315732	0.261093526
Bradi1g13590.v3.1	1.009959558	0.998765293	1.637966183	1.114432869	0.609965089	0.707614718	0.89079106	0.720790088	0.969996046	0.947607183	0.540061004	0.802085293	-1.457742021	-1.346014315	-1.361467128	-1.22248101	-1.555679263	-1.381292634	-0.563586936	-0.629915183	-0.098012146	-0.2074904	-0.767541683	-0.358811664
Bradi1g13640.v3.1	0.311394221	0.473072703	-0.023461283	0.565448277	1.538134739	-0.789104982	-0.264053877	-0.84790637	0.411727126	1.060603823	1.006685554	0.912311019	-0.638512974	-0.022457273	1.364685387	0.190490188	1.733554306	-0.083587373	-1.271994052	-1.590436502	-1.307231758	-1.156303043	0.373633666	-1.94669152
Bradi1g13660.v3.1	0.753088186	0.555423072	-0.36215624	1.115474281	-0.408286364	0.460651189	1.106684485	-1.235661634	0.070833252	1.287653876	-0.57776345	2.579812058	-0.422660595	0.604532992	1.331521255	-0.787349158	-1.088660058	0.228369546	-0.726062083	-1.202977451	-0.954852606	0.019584727	-0.899116528	-1.448082751
Bradi1g13690.v3.1	-0.063931331	0.03965026	0.32913163	1.975525653	0.839709411	-0.894213488	0.847027211	-0.703915282	0.930116521	1.200868754	1.769515992	0.41326035	-1.700522978	-0.962072491	0.614874739	0.583017851	-0.091670101	-0.656852697	-1.641523186	-1.615517452	-0.055387276	-0.293686744	0.244576075	-1.107981421
