Gene,BhBd.10.1,BhBd.10.2,BhBd.10.3,BhBd.14.1,BhBd.14.2,BhBd.14.3,BhBd.18.1,BhBd.18.2,BhBd.18.3,BhBd.22.1,BhBd.22.2,BhBd.22.3,BhBd.2.1,BhBd.2.2,BhBd.2.3,BhBd.6.1,BhBd.6.2,BhBd.6.3
Bradi1g52260.v3.1,81.44111225,72.67172809,70.55714487,79.34996509,66.93306464,79.62848471,94.66770685,81.50708401,56.33187443,63.71981428,91.93729646,78.31568484,68.74632398,104.4427242,94.18657915,76.35725012,80.41913149,77.51147842
Bradi1g52270.v3.1,26.00937255,24.68096426,26.75673546,19.86777752,18.37378245,19.9565185,37.8354213,24.8326251,32.7457644,31.55058766,26.80819199,37.18901235,23.88761157,29.23082532,28.95299017,21.36516731,20.66846837,34.577002
Bradi1g52280.v3.1,120.7493948,163.6256519,115.8236768,193.9531208,163.0673192,167.5557197,123.796232,131.7731235,137.623807,109.7053113,115.4561397,109.2336088,174.2962355,168.3235728,179.7944945,95.49300867,115.9939498,104.0587501
Bradi1g52291.v3.1,11.06281005,16.45397617,7.697143077,24.22899697,17.06136942,27.66250089,21.52977948,20.02631057,21.75417915,20.20887314,13.81526458,13.12553377,36.94246905,67.3294291,28.59554585,7.431362542,5.762118455,10.32393899
Bradi1g52310.v3.1,2.589168309,3.199384256,0.549795934,1.817174773,2.624826064,1.778303629,7.440438498,2.202894162,0.686974078,1.64970393,2.467011533,1.75007117,4.027562415,3.284362395,3.038276747,1.857840636,1.127371002,3.1135689
Bradi1g52320.v3.1,192.3045916,174.1379145,200.6755159,201.4641098,219.1729764,232.1674182,259.4655042,225.0957308,221.4346446,222.2976045,241.9315977,239.0305539,362.6194988,459.318081,392.652589,205.1056062,192.7804414,170.4269293
Bradi1g52330.v3.1,122.8678052,128.6609526,119.488983,102.4886572,137.6393167,144.8329511,137.7272658,127.9681245,126.1742391,134.8632963,170.0593283,150.3602813,123.3267388,127.9259153,170.6796643,144.7257855,182.8846292,167.8049765
Bradi1g52340.v3.1,6.943678646,7.769933192,5.864489963,8.237858971,10.171201,6.915625223,9.656739328,9.812892178,7.327723503,9.279584605,10.85485074,7.875320263,3.74979949,8.046687868,19.65943777,4.087249398,7.515806681,9.832322844
Bradi1g52360.v3.1,11.29818898,7.769933192,7.513877766,14.65854317,10.49930426,12.25053611,13.29780498,17.42289019,24.50207546,16.29082631,14.47313433,11.95881966,14.44367211,17.40712069,21.44665939,3.901465335,4.00843023,9.832322844
Bradi1g52374.v3.1,47.66423477,41.82052277,55.16285872,50.27516872,63.65203206,47.22384081,62.05642322,50.86682884,57.70582259,77.3298717,64.8001696,59.79409829,75.13487126,57.14790568,62.55275655,54.43473062,52.36011988,45.39255713
Bradi1g52390.v3.1,28.01009352,26.05212894,23.09142923,36.8280754,26.24826064,37.14678691,32.29466923,25.63367753,21.52518779,25.98283689,30.59094301,30.62624547,41.9422017,27.58864412,47.54009498,19.69311074,32.31796873,25.56403939
Bradi1g52400.v3.1,22.4786885,27.88034851,19.05959238,16.71800791,28.21688019,16.99267912,19.47178586,16.02104845,33.8907212,23.09585502,16.28227612,17.35487243,15.55472381,18.06399317,17.51477183,16.34899759,21.54531249,16.05946064
Bradi1g52407.v3.1,64.96458665,62.61652043,70.00734894,49.18486385,71.19840699,59.8695555,57.78212876,61.08024723,74.42219183,63.51360129,63.31996268,76.56561367,81.24565561,94.7538551,98.47591102,85.08910111,54.86538877,54.40551973
Bradi1g52425.v3.1,6.825989177,4.113494043,6.231020586,1.211449849,7.218271677,2.963839381,5.382444871,2.002631057,3.663861752,5.361537772,19.40715739,13.70889083,8.888413606,1.313744958,8.221219432,10.2181235,4.760010898,6.227137801
Bradi1g52440.v3.1,8.709020674,3.656439149,5.497959341,9.20701885,5.577755387,2.766250089,10.28996814,3.804999008,9.617637098,7.011241701,4.605088195,9.625391433,13.61038333,9.031996587,3.216998908,3.715681271,4.258957119,7.210370085
Bradi1g52450.v3.1,44.13355071,49.13340107,43.80040941,61.78394228,47.57497241,56.11535895,44.00940218,51.46761816,30.22685945,52.58431276,35.85390095,39.23076205,42.77549048,65.6872479,56.47620305,43.10190274,44.46852286,42.27898823
Bradi1g52460.v3.1,2226.331677,1863.641329,1967.169852,2388.494522,1975.181613,1654.810321,1730.930948,1718.858236,1272.962967,1612.173165,1462.115502,1542.250218,2045.446181,1231.307462,1402.611524,2072.607013,1891.102224,2043.320559
Bradi1g52470.v3.1,135.2251994,136.8879407,130.4849017,120.5392599,141.5765558,116.1825037,77.57052902,91.9207655,77.62807086,90.73371613,81.90478289,98.0039855,101.1057048,78.33204313,97.93974454,110.1699497,121.5055413,121.5930592
Bradi1g52510.v3.1,389.6698304,395.352483,396.4028685,391.904026,366.9834941,389.8436733,344.1598573,380.7001639,388.3693457,357.7795398,367.2557835,378.8904082,345.6759604,353.2331756,349.7592702,374.7264562,384.8093021,402.1420043
Bradi1g52520.v3.1,31.65846705,36.1073366,24.92408234,37.43380032,34.12273884,27.4649116,31.66144042,40.65341045,35.49366072,32.16922663,30.0975407,33.98054854,33.47043248,33.50049643,42.17843013,26.56712109,46.09694764,37.6905709
Bradi1g52530.v3.1,32.48229333,36.1073366,32.98775604,26.28846172,37.40377142,29.63839381,37.20219249,34.04472796,37.55458295,45.36685807,48.35342605,58.62738418,50.69173384,40.89031182,50.2209274,35.6705402,30.81480739,33.26602562
Bradi1g52540.v3.1,12.47508367,9.141097873,10.62938806,0.484579939,8.530684709,5.927678762,13.61441938,2.803683479,14.65544701,15.67218733,15.45993894,11.3754626,12.77709456,2.627489916,7.148886463,12.63331632,3.75790334,9.832322844
Bradi1g52545.v3.1,5.296026086,3.199384256,4.215102161,1.938319758,2.952929322,1.185535752,4.590908861,1.40184174,4.579827189,1.237277947,2.302544097,5.104374245,3.055392177,7.06137915,2.502110262,5.016169716,4.760010898,5.571649611
Bradi1g52550.v3.1,664.592429,666.1575075,673.8665499,787.5635466,689.8371,728.1165413,671.8557657,854.1221457,665.4488906,762.1632155,701.9470148,710.9664126,655.6593849,667.0540025,691.2973209,599.7109572,706.6110915,675.1528353
Bradi1g52551.v3.1,64.72920771,79.0704966,64.5093896,67.11432161,59.55074133,73.50321665,75.19592099,73.69682289,59.07977074,73.20561188,66.77377883,64.16927622,67.77415374,54.848852,66.30592194,74.87097761,64.51067401,58.99393706
Bradi1g52557.v3.1,103.3313534,121.5766017,119.1224524,101.0349174,124.6792381,124.0860754,140.5767955,192.0523183,150.2183318,191.3656558,155.586194,117.8381254,124.298909,112.489412,139.403286,145.2831377,126.766606,133.0641025
Bradi1g52567.v3.1,25.06785681,35.42175426,31.15510293,25.68273679,36.09135838,32.20705461,29.44513959,28.63762411,22.44115323,33.61271757,33.88029172,18.95910434,38.33128367,34.48580515,43.2507631,30.0970183,25.42847927,29.33309648
Bradi1g52600.v3.1,17.41804135,6.855823405,16.49387802,19.86777752,24.27964109,18.96857204,27.22883876,18.82473193,23.35711867,20.20887314,24.01224559,26.8344246,12.77709456,13.46588582,20.0168821,14.11958883,12.02529069,14.09299608
Bradi1g52610.v3.1,16.4765256,14.1687017,23.82449048,25.92502676,16.4051629,19.75892921,19.47178586,15.62052224,19.2352742,18.55916921,15.13100407,13.4172123,12.36045017,17.73555693,17.15732751,14.49115696,18.03793603,17.53430907
Bradi1g52620.v3.1,9.179778548,9.598152767,10.26285744,6.784119152,5.905858645,11.85535752,4.432601659,5.006577642,4.35083583,7.629880675,4.276153324,9.917069961,11.52716139,6.240288551,9.650996725,4.830385652,2.630532338,4.916161422
Bradi1g52621.v3.1,9.88591536,5.02760383,4.948163407,3.876639516,4.92154887,5.334910886,3.79937285,4.405788325,5.037809908,5.773963754,3.782751017,2.625106754,3.610918027,7.882469749,2.502110262,7.059794415,6.764226013,9.012962607
Bradi1g52630.v3.1,10.94512058,17.82514085,11.72897993,15.74884803,18.20973082,8.298750267,18.99686425,19.22525814,20.60922235,16.4970393,15.78887381,13.12553377,11.94380578,13.46588582,16.44243886,17.46370197,16.5347747,12.12653151
Bradi1g52640.v3.1,88.97323824,105.351153,104.0946969,69.17378636,91.86891225,79.62848471,90.23510519,89.51760823,97.09233641,96.50767989,110.1931818,104.2750739,105.4110301,120.0434455,103.4801315,83.23126047,81.92229282,80.78891937
Bradi1g52650.v3.1,23.65558318,26.05212894,27.67306202,21.07922737,19.02998897,24.50107222,28.33698917,27.63630858,46.94322869,24.74555895,40.13005427,29.45953135,36.24806174,26.11068104,20.37432642,32.32642706,23.17373727,20.64787797
Bradi1g52660.v3.1,7.41443652,5.941713618,7.697143077,6.178394228,9.186891225,7.113214515,10.44827534,2.002631057,8.014697581,5.361537772,6.085295115,5.833570565,14.44367211,10.01730531,10.00844105,6.316658161,8.768441128,6.554881896
Bradi1g52665.v3.1,2.47147884,5.941713618,2.382449048,3.270914591,3.937239096,3.161428673,2.849529638,3.804999008,2.976887673,7.423667684,2.467011533,1.75007117,5.971902891,9.688869066,5.361664847,5.016169716,5.8873819,3.76905709
Bradi1g52670.v3.1,119.2194317,87.75453958,84.66857385,113.9974308,99.25123555,98.99223533,106.540747,113.749444,98.23729321,114.0357841,132.7252205,119.8798751,103.0500452,84.07967732,103.8375759,122.4316979,115.8686863,97.83161229
Bradi1g52680.v3.1,123.6916315,128.2038977,144.9628613,121.7507098,135.3425939,121.3198253,120.9467024,123.3620731,139.6847293,117.747618,125.4886533,125.2759279,144.4367211,161.9190661,146.1947282,94.74987241,110.2318313,106.8445749
Bradi1g52690.v3.1,34.95377217,53.47542256,40.3183685,53.78837328,41.50506214,40.11062629,27.86206757,24.8326251,31.37181625,22.68342903,22.86097354,24.64683564,54.16377041,103.1289792,60.05064629,13.00488445,18.03793603,24.58080711
Bradi1g52700.v3.1,48.37037158,45.70548937,53.33020561,48.57913893,41.17695888,45.05035859,47.80877503,59.67840549,70.071356,61.45147138,57.23466756,49.14783201,64.71876157,75.70455321,60.76553493,41.42984617,43.84220564,59.97716935
Bradi1g52707.v3.1,176.5342029,208.8740864,158.7077596,143.677952,170.4496425,187.5122382,178.4122168,222.8928366,208.6111285,204.3570743,196.374118,208.1126299,185.8233969,180.6399317,244.8493613,167.5772253,203.3025707,210.2478368
Bradi1g52720.v3.1,24.36171999,25.3665466,28.03959264,18.05060274,38.71618445,25.48901868,30.86990441,23.83130957,38.69953975,16.4970393,27.95946404,27.85529945,25.55418912,28.90238908,31.6338226,18.76419042,14.78108647,22.1227264
Bradi1g52740.v3.1,13.29890995,15.08281149,10.62938806,8.72243891,9.843097741,18.96857204,6.015673679,14.2186805,25.18904954,8.660945631,12.82845997,19.54246139,10.13834677,17.73555693,19.48071561,9.474987241,8.267387349,7.53811418
Bradi1g52750.v3.1,45.3104454,45.24843447,59.56122619,47.00425413,49.37954033,55.52259108,55.24921353,49.66525021,50.8360818,54.64644267,45.55747964,46.66856452,61.38560646,73.89815389,56.29748089,62.42344535,49.98011443,52.43905517
Bradi1g52760.v3.1,8.473641737,14.1687017,13.19510242,8.96472888,14.76464661,16.59750053,9.973353732,9.612629072,16.9453606,4.949111789,12.4995251,13.70889083,9.166176531,12.80901334,12.15310699,5.573521907,14.78108647,15.73171655
Bradi1g52980.v3.1,3.059926183,5.484658724,5.497959341,2.301754712,1.64051629,4.544553718,2.849529638,7.810261121,8.70167166,2.062129912,4.440620759,6.125249093,4.166443878,8.703560347,3.574443231,5.387737843,5.636855011,4.42454528
Bradi1g52990.v3.1,77.20429138,88.66864937,72.38979799,77.29050034,59.87884459,79.826074,62.05642322,79.90497916,91.59654379,72.17454692,77.13522726,66.64854371,75.41263419,94.91807322,71.66758679,62.42344535,68.76963113,72.10370085
Bradi1g53027.v3.1,8.2382628,5.941713618,2.932244982,4.845799395,2.624826064,3.556607257,3.482758446,4.405788325,4.579827189,2.886981877,4.605088195,1.166714113,5.555258504,5.911852311,4.646776201,1.114704381,5.511591566,8.357474417
Bradi1g53040.v3.1,32.24691439,37.02144639,29.87224575,25.07701187,34.12273884,34.38053682,26.27899555,43.65735704,23.12812731,35.46863449,36.34730325,43.31426145,31.52609201,43.84623798,29.13171234,34.55583582,40.71061952,39.49316342
Bradi1g53050.v3.1,30.24619342,23.76685447,32.98775604,28.95365138,26.41231227,21.33964354,32.61128363,26.43472995,41.2184447,37.5307644,31.90668249,27.41778166,23.60984864,27.26020788,27.52321288,47.56072027,42.3390443,36.54346657
Bradi1g53060.v3.1,20.47796753,15.99692128,12.46204117,17.92945776,25.59205413,30.0335724,29.76175399,23.23052026,46.25625461,22.27100305,40.2945217,28.58449577,31.24832908,20.03461061,35.74443231,23.78036013,21.67057593,26.38339963
Bradi1g53070.v3.1,54.37253448,77.69933192,65.24245084,61.54165231,81.36960799,66.58759143,87.70218996,96.92734314,119.0755069,81.24791854,97.03578696,81.52414865,68.05191667,79.15313373,98.29718886,79.70136326,76.66122815,61.61588982
Bradi1g53085.v3.1,5.884473428,11.42637234,10.99591868,5.330379334,5.577755387,3.161428673,7.5987457,5.206840747,5.037809908,6.80502871,7.565502034,3.208463811,6.110784354,8.539342228,5.004220524,6.688226288,7.515806681,1.310976379
Bradi1g53100.v3.1,100.1537378,107.8649549,78.25428795,86.25522922,108.4381268,104.3271462,110.0235055,122.5610207,103.7330858,132.8011663,103.4500169,123.671696,114.1605622,87.19982159,104.3737424,112.5851425,107.9770893,105.2058544
Bradi1g53105.v3.1,15.65269932,20.56747021,15.39428615,15.38541308,13.61628521,12.64571469,18.83855705,17.02236398,16.48737788,18.7653822,18.58482021,19.97997919,9.166176531,9.853087186,22.3402702,6.688226288,26.30532338,19.17302955
Bradi1g53120.v3.1,60.49238684,57.5889166,43.25061348,21.32151734,49.87169522,50.18768019,47.17554622,34.84578039,51.29406452,38.76804235,49.34023066,57.7523486,66.38533912,60.43226807,63.62508952,44.77395932,28.05901161,31.4634331
Bradi1g53132.v3.1,0,0,0.733061245,0,0,0.790357168,0.316614404,0,0,1.237277947,1.644674355,0.291678528,0,0,0,0,0,0.327744095
Bradi1g53170.v3.1,3.059926183,0.914109787,0.733061245,3.392059576,1.64051629,1.778303629,2.216300829,2.803683479,1.373948157,3.505620851,1.315739484,0.437517792,2.777629252,2.627489916,0,2.60097689,1.127371002,0.65548819
Bradi1g53190.v3.1,14.35811517,13.25459192,13.56163304,15.74884803,18.86593734,15.41196478,17.41379223,15.62052224,13.96847293,14.43490938,22.86097354,21.00085403,14.8603165,14.77963078,29.66787882,21.17938325,21.42004904,18.02592521
Bradi1g53207.v3.1,343.6532482,393.0672086,391.0881744,334.1178683,326.790845,392.2147448,360.4654992,437.9754121,316.4660588,360.4603086,384.3603968,345.2015382,252.3476175,370.6402963,373.886762,301.7133192,361.2597745,376.4140929
Bradi1g53217.v3.1,21.41948328,19.65336043,17.41020458,16.23342797,23.78748621,23.11794717,22.6379299,31.24104448,32.28778169,24.12691997,23.68331072,15.89647979,16.24913112,24.46849984,31.81254476,21.55095137,19.54109737,24.58080711
Bradi1g53230.v3.1,15.77038879,22.85274468,18.69306176,16.23342797,20.342402,23.31553647,16.78056342,18.42420572,15.11342972,23.508281,26.64372456,21.87588962,26.80412228,26.76755352,30.38276747,33.44113144,21.79583937,21.30336616
Bradi1g53270.v3.1,7.767504926,2.285274468,1.099591868,2.907479637,4.593445612,3.951785842,2.532915233,2.403157268,0.915965438,2.474555895,4.934023066,6.70860615,4.444206803,1.970617437,5.361664847,1.114704381,1.503161336,3.932929137
Bradi1g53290.v3.1,3.059926183,2.742329362,3.665306227,4.603509425,3.937239096,9.879464604,6.015673679,3.604735902,6.411758065,11.96035349,9.21017639,4.375177924,13.05485748,12.4805771,10.00844105,3.715681271,4.509484009,4.588417327
Bradi1g53300.v3.1,5.884473428,5.484658724,6.597551209,5.814959273,8.858787967,7.113214515,6.648902488,3.604735902,2.518904954,6.598815719,6.907632292,6.125249093,6.249665816,3.612798635,7.148886463,5.20195378,6.263172234,6.554881896
Bradi1g53310.v3.1,2.118410434,2.513801915,5.497959341,2.544044682,2.952929322,4.74214301,2.216300829,6.408419381,3.663861752,2.474555895,3.453816146,1.458392641,5.277495578,2.791708036,4.110609716,1.114704381,3.75790334,4.916161422
Bradi1g53320.v3.1,7.41443652,7.998460639,5.131428718,8.48014894,11.81171729,5.334910886,8.073667307,11.61526013,9.617637098,15.87840032,6.907632292,5.979409829,4.721969728,10.01730531,6.433997816,10.77547569,14.90634992,4.916161422
Bradi1g53330.v3.1,16.4765256,20.56747021,19.97591894,13.81052827,23.78748621,22.32759001,22.16300829,24.23183579,12.36553341,15.25976135,15.95334125,22.45924668,26.10971497,19.37773813,21.08921506,17.09213385,18.03793603,24.25306301
Bradi1g53340.v3.1,13.76966782,15.99692128,9.163265568,8.96472888,13.12413032,7.903571683,12.98119057,14.81946982,12.36553341,10.72307554,17.43354817,14.87560494,16.11024966,13.46588582,17.15732751,11.14704381,6.513699123,11.79878741
Bradi1g53347.v3.1,18.3595571,15.76839383,19.426123,24.71357691,30.513603,26.47696514,17.88871384,28.2370979,29.08190265,28.66360578,22.36757123,21.29253256,21.80438963,17.89977505,23.05515884,14.86272508,21.04425871,13.10976379
Bradi1g53410.v3.1,12.94584154,15.99692128,18.69306176,17.20258785,15.42085313,20.35169708,20.89655068,27.63630858,25.4180409,25.7766239,19.07822252,18.66742581,15.27696088,18.39242941,17.33604967,23.9661442,16.40951125,15.07622836
Bradi1g53430.v3.1,36.24835632,51.87573043,41.60122568,32.22456597,34.77894535,26.27937585,33.87774125,44.85893567,46.71423733,52.58431276,42.92600067,39.81411911,45.69200119,49.75809029,54.15281495,41.05827805,41.2116733,46.04804532
Bradi1g53437.v3.1,65.67072346,38.39261107,60.84408337,59.60333255,54.13703758,63.62375205,108.5987406,70.09208698,65.49152881,79.8044276,47.86002374,52.79381362,51.80278555,51.56448961,68.27186572,60.75138878,57.37065766,66.85979534
Bradi1g53470.v3.1,635.2877513,507.1024045,590.4808332,615.6588131,653.4176384,707.3696657,641.3024757,566.744589,538.1296948,690.8135206,628.5945386,836.9715368,676.3527228,814.1934378,821.5857767,703.1926806,447.5662878,633.0377191
Bradi1g53490.v3.1,30.24619342,20.56747021,30.78857231,24.35014196,25.26395087,25.68660797,30.86990441,31.04078138,31.60080761,37.11833842,31.57774762,24.06347858,34.02595833,39.9050031,42.35715229,21.17938325,20.79373182,29.98858467
Bradi1g53500.v3.1,13.53428889,11.42637234,12.8285718,6.905264137,16.4051629,15.0167862,15.67241301,11.21473392,10.53360254,14.0224834,15.95334125,12.83385524,8.888413606,16.75024822,28.77426801,14.49115696,13.52845203,10.97942718
Bradi1g53540.v3.1,14.35811517,10.96931745,15.39428615,11.50877356,14.76464661,13.43607186,11.71473295,18.42420572,16.02939516,15.67218733,10.52591587,24.06347858,16.38801259,21.18413745,11.79566266,7.431362542,5.762118455,9.504578749
Bradi1g53550.v3.1,3.059926183,3.656439149,9.529796191,8.601293925,1.64051629,1.975892921,4.749216063,5.607366959,5.953775346,1.64970393,5.098490501,5.104374245,12.36045017,2.955926156,3.038276747,4.087249398,4.258957119,5.899393706
Bradi1g53580.v3.1,20.36027806,13.71164681,21.62530674,24.8347219,27.88877693,18.77098275,23.74608031,26.83525616,22.89913595,22.27100305,24.67011533,24.93851417,27.77629252,32.18675147,32.5274334,21.17938325,19.04004359,19.33690159
Bradi1g53600.v3.1,2.589168309,3.656439149,4.215102161,1.938319758,0.984309774,4.149375134,6.015673679,2.403157268,6.640749425,5.361537772,1.315739484,1.312553377,3.333155102,1.313744958,0.714888646,1.486272508,4.384220564,2.458080711
Bradi1g53610.v3.1,0,0,0,0.484579939,0.164051629,0,0,0,0,0,0,0,0.138881463,0.16421812,0,0,0,0
Bradi1g53620.v3.1,3.530684057,2.742329362,1.466122491,3.392059576,4.593445612,0.98794646,2.849529638,3.404472796,2.060922235,2.680768886,4.934023066,2.187588962,2.360984864,3.777016755,5.897831332,4.830385652,4.760010898,2.949696853
Bradi1g53630.v3.1,6.355231303,5.941713618,6.414285898,9.570453804,4.92154887,7.310803807,6.965516892,9.011839755,11.22057661,8.042306657,3.947218453,11.22962334,4.583088265,10.18152343,2.502110262,5.573521907,2.254742004,1.966464569
Bradi1g53640.v3.1,67.67144443,84.32662788,55.34612403,76.20019548,68.57358093,76.66464533,61.73980882,74.89840152,74.19320047,71.55590795,69.8986601,71.46123942,71.80171616,79.64578808,89.00363646,73.01313698,66.13909879,61.94363392
Bradi1g53650.v3.1,56.84401332,51.41867554,70.55714487,58.27073772,48.23117893,55.72018037,45.2758598,56.4741958,78.31504494,62.68874933,68.91185549,55.56475963,77.2180932,67.3294291,57.54853602,51.83375373,47.47484553,49.65323036
Bradi1g53660.v3.1,38.60214569,50.7330932,45.08326659,27.13647661,28.21688019,33.78776895,41.47648695,34.44525417,38.92853111,33.61271757,61.18188602,43.46010071,49.71956361,60.26804995,44.50181823,30.0970183,21.54531249,24.58080711
Bradi1g53670.v3.1,5.884473428,6.398768511,6.78081652,8.48014894,7.874478193,11.06500036,12.82288337,9.612629072,5.495792627,4.330472815,8.387839212,4.083499396,9.582820919,6.56872479,4.289331878,8.174498796,3.75790334,5.899393706
Bradi1g53700.v3.1,17.65342029,11.42637234,17.41020458,22.53296718,21.98291829,29.8359831,22.32131549,25.23315131,17.40334332,16.08461331,24.9990502,12.25049819,15.27696088,22.82631865,15.01266157,11.14704381,14.90634992,19.33690159
Bradi1g53710.v3.1,8.709020674,10.96931745,12.09551055,15.02197812,20.01429874,8.693928852,15.5141058,9.212102861,16.02939516,13.61005742,10.85485074,16.33399758,17.22130136,15.43650326,10.72332969,7.802930669,11.7747638,10.48781103
Bradi1g53720.v3.1,3.059926183,4.570548937,6.231020586,1.817174773,3.937239096,1.975892921,0.633228808,2.603420374,4.12184447,6.186389736,5.591892808,3.937660132,1.944340476,2.299053677,5.540387009,1.486272508,3.632639896,3.277440948
Bradi1g53740.v3.1,106.1559006,89.58275916,109.7759215,62.26852222,106.9616621,98.99223533,128.5454481,74.49787531,149.3023664,127.0272026,132.2318182,119.5881966,118.7436505,81.28796928,120.4587369,132.6498214,91.69284151,83.24700008
Bradi1g53747.v3.1,11.06281005,9.141097873,12.27877586,7.510989062,15.42085313,18.96857204,19.31347866,13.21736497,16.48737788,8.042306657,17.76248304,12.10465892,14.99919796,12.4805771,31.09765611,15.60586134,19.66636082,13.43750789
Bradi1g53760.v3.1,41.89745081,50.2760383,57.91183839,38.64525017,49.2154887,41.88892992,59.36520078,45.65998809,51.06507316,53.40916472,55.91892808,39.08492279,48.33074898,56.16259696,56.83364738,63.90971786,49.85485098,46.04804532
Bradi1g53770.v3.1,154.8793406,184.4216496,196.6436791,211.2768536,176.1914496,173.4833984,136.302501,192.0523183,142.6616169,173.4251256,149.3364315,136.5055512,129.4375231,133.8377676,91.86319104,125.9615951,146.1824399,143.0602974
Bradi1g53790.v3.1,4.001441931,8.226988086,6.597551209,6.784119152,9.186891225,7.113214515,11.39811855,5.206840747,12.82351613,11.13550153,13.15739484,11.95881966,8.888413606,5.254979832,9.650996725,17.09213385,5.010537787,4.588417327
Bradi1g53800.v3.1,223.1392324,267.8341677,238.2449048,214.3054782,222.7821122,236.7119719,215.7727165,222.6925735,231.7392558,241.6816257,264.7925712,258.7188546,234.1541459,260.6141561,246.9940273,219.9683312,238.3763352,235.3202601
Bradi1g53811.v3.1,8.2382628,9.141097873,6.414285898,8.601293925,12.96007869,5.137321594,7.123824094,12.61657566,11.67855933,6.598815719,8.552306648,9.625391433,12.49933163,17.89977505,8.578663755,13.00488445,9.144231462,9.832322844
Bradi1g53840.v3.1,44.01586125,50.7330932,43.43387879,49.79058878,47.24686916,38.72750125,64.90595286,48.06314536,68.23942512,70.52484299,61.51082089,68.25277561,59.44126599,64.37350295,57.1910917,51.27640154,43.09062497,44.90094099
Bradi1g53850.v3.1,0.470757874,0.914109787,0.733061245,0.121144985,0.984309774,0.790357168,0.316614404,0.200263106,0,0.824851965,0.986804613,0,0.277762925,0.656872479,0,0.185784064,0.501053779,0.491616142
Bradi1g53857.v3.1,18.00648869,13.71164681,17.04367396,11.38762858,16.56921453,11.85535752,15.98902741,24.43209889,19.00628284,17.11567827,17.26908073,16.91735464,23.05432279,9.853087186,13.22543996,17.46370197,14.65582303,14.42074017
Bradi1g53862.v3.1,198.424444,177.1087713,224.866537,140.4070375,186.5267022,184.5483988,173.0297719,174.429165,186.627958,189.5097389,254.2666553,176.9030274,223.4602733,217.7532268,274.8746845,182.4399504,149.3140261,187.3057502
Bradi1g53867.v3.1,170.0612821,175.9661341,165.3053108,84.0746195,152.7320666,170.1243805,131.3949777,102.5347101,143.5775824,123.7277947,186.3416045,143.2141574,168.740977,170.6226264,173.717941,132.0924692,108.72867,110.4497599
Bradi1g53880.v3.1,37.42525101,39.30672086,27.4897967,45.30822434,44.95014635,42.67928709,52.24137669,36.04735902,43.5083583,44.12958012,58.87934192,44.3351363,45.96976412,45.48841917,39.67631987,34.55583582,35.3242914,31.79117719
Bradi1g53890.v3.1,12.00432579,13.25459192,4.398367473,10.17617873,11.15551077,12.25053611,14.880877,16.42157466,26.10501498,9.073371613,24.17671302,18.08406875,21.66550816,16.42181198,17.15732751,7.059794415,10.02107557,8.849090559
Bradi1g53900.v3.1,1.883031497,0.914109787,1.099591868,1.332594834,4.265342354,3.161428673,1.108150415,0,2.747896314,0.824851965,0.822337178,1.458392641,6.666310204,1.642181198,1.251055131,1.486272508,1.252634447,5.243905517
Bradi1g53910.v3.1,5.296026086,2.742329362,3.665306227,1.696029788,1.968619548,4.544553718,1.899686425,2.803683479,0.457982719,2.062129912,3.947218453,3.937660132,5.277495578,3.941234874,7.506330786,5.573521907,6.388435679,3.605185043
Bradi1g53920.v3.1,72.73209158,79.0704966,85.40163509,60.57249243,83.99443406,80.81402046,90.7100268,61.28051033,109.9158525,100.0133007,129.9292741,90.56618302,99.43912721,91.96214707,90.07596943,94.74987241,72.40227103,69.80949219
Bradi1g53960.v3.1,3.883752463,1.828219575,6.964081832,4.361219455,7.382323306,5.334910886,11.55642575,6.808945593,4.579827189,5.567750763,8.223371776,7.291963207,8.888413606,8.703560347,9.472274563,6.688226288,4.509484009,9.668450796
Bradi1g54007.v3.1,12.00432579,18.28219575,23.45795985,17.44487782,30.84170626,18.96857204,22.00470109,26.83525616,21.29619643,26.39526288,26.31478968,18.52158654,17.63794575,10.01730531,31.27637827,11.14704381,19.29057048,15.5678445
Bradi1g54030.v3.1,288.2215085,211.8449432,291.7583757,368.280754,264.451226,251.9263474,341.9435565,326.2285991,224.4115323,326.4351651,290.778426,325.6590768,346.9258935,204.6157772,222.6878133,279.9765838,268.9406157,257.6068585
Bradi1g54037.v3.1,31.42308811,37.47850128,31.70489887,48.45799395,32.48222255,41.49375134,36.09404208,44.05788325,28.85291129,35.46863449,34.86709633,40.83499396,33.60931395,48.60856345,35.38698799,21.9225195,41.08640986,37.03508271
Bradi1g54050.v3.1,35.07146163,46.16254426,40.13510319,35.13204561,27.56067367,39.51785842,38.46865011,44.25814635,44.88230646,39.59289431,33.22242198,47.39776084,36.24806174,59.61117747,52.18687118,27.86760953,29.18638261,32.28279334
Bradi1g54106.v3.1,2.236099903,2.056747021,1.832653114,3.876639516,2.952929322,1.778303629,3.324451244,3.204209691,3.892853111,3.711833842,3.782751017,10.20874849,2.916510714,5.254979832,4.825498362,1.300488445,4.509484009,4.260673232
Bradi1g54147.v3.1,72.02595476,64.44474001,64.32612429,46.76196416,67.58927115,72.51527019,82.31974509,82.90892575,87.93268204,65.57573121,108.0551051,85.46180878,78.19026344,77.51095253,74.34841921,59.45090034,72.15174414,61.61588982
